order_id,order_date,customer_id,country,region,channel,product_category,product_name,unit_price,quantity,discount_rate,returned,gross_revenue,net_revenue
O581635,2023-12-24,C00006,Germany,Hamburg,Web,Beauty,Mask,106.51,1,0.0,0,106.51,106.51
O493738,2025-07-31,C00931,Germany,Hamburg,Web,Beauty,Moisturizer,77.06,4,0.0,0,308.24,308.24
O880162,2024-02-05,C00328,USA,West,Web,Apparel,Jacket,97.78,2,0.1,0,195.56,176.0
O687952,2023-11-14,C00169,Germany,Bavaria,Store,Home,Lamp,99.16,4,0.05,1,396.64,0.0
O770520,2025-05-31,C00252,USA,South,Web,Electronics,Smartwatch,137.31,4,0.0,0,549.24,549.24
O893757,2023-12-27,C00045,Japan,Chubu,Mobile,Home,Chair,129.82,1,0.0,0,129.82,129.82
O721475,2023-03-16,C00020,Japan,Kansai,Marketplace,Sports,Jersey,39.81,2,0.15,0,79.62,67.68
O688692,2024-04-02,C00070,UK,Wales,Marketplace,Apparel,Cap,105.75,5,0.0,0,528.75,528.75
O576829,2025-02-13,C00450,UK,England,Mobile,Beauty,Serum,60.65,2,0.0,1,121.3,0.0
O172075,2023-07-04,C00980,USA,West,Marketplace,Grocery,Coffee,9.57,3,0.0,1,28.71,0.0
O748720,2024-03-26,C00129,Japan,Kansai,Web,Apparel,Jacket,94.42,1,0.0,0,94.42,94.42
O389404,2023-05-07,C00033,Germany,Hamburg,Web,Apparel,Cap,122.37,4,0.05,0,489.48,465.01
O210967,2024-10-30,C00245,Japan,Kyushu,Web,Electronics,Monitor,256.08,1,0.0,0,256.08,256.08
O415838,2024-04-08,C00218,Korea,Seoul,Marketplace,Beauty,Serum,67.32,2,0.05,0,134.64,127.91
O412312,2023-11-18,C00014,Korea,Busan,Marketplace,Apparel,Jacket,129.44,3,0.0,1,388.32,0.0
O449445,2023-08-10,C00047,Japan,Tohoku,Web,Grocery,Tea,3.4,4,0.0,0,13.6,13.6
O352076,2024-07-03,C00006,UK,Northern Ireland,Web,Apparel,Cap,98.26,3,0.15,0,294.78,250.56
O947455,2024-10-14,C00039,USA,South,Web,Beauty,Mask,53.89,5,0.05,0,269.45,255.98
O895223,2025-07-04,C00316,Korea,Seoul,Web,Apparel,Jacket,41.13,3,0.0,0,123.39,123.39
O132132,2024-03-01,C00022,USA,West,Store,Apparel,Sneakers,147.24,2,0.0,0,294.48,294.48
O547018,2023-06-06,C00151,Japan,Kansai,Web,Apparel,Jeans,69.51,1,0.05,0,69.51,66.03
O371955,2025-03-22,C00024,USA,West,Mobile,Beauty,Mask,45.55,4,0.1,0,182.2,163.98
O863977,2024-09-05,C00006,USA,West,Mobile,Electronics,Headphones,109.15,3,0.05,0,327.45,311.08
O543209,2024-11-13,C00280,Korea,Gyeonggi,Web,Electronics,Headphones,399.22,4,0.1,1,1596.88,0.0
O670820,2023-04-05,C00117,UK,Wales,Web,Beauty,Serum,103.88,2,0.0,0,207.76,207.76
O177756,2023-11-01,C00450,Korea,Gyeonggi,Marketplace,Beauty,Moisturizer,15.84,2,0.2,0,31.68,25.34
O741836,2025-01-17,C00196,Japan,Chubu,Mobile,Apparel,T-Shirt,91.38,3,0.0,0,274.14,274.14
O535183,2025-03-21,C00430,USA,West,Web,Home,Table,45.38,2,0.0,0,90.76,90.76
O887686,2024-02-28,C00007,UK,England,Web,Home,Lamp,181.79,5,0.05,0,908.95,863.5
O196415,2025-02-22,C00136,Korea,Incheon,Marketplace,Sports,Jersey,112.69,4,0.0,0,450.76,450.76
O372661,2025-03-30,C00031,Japan,Chubu,Store,Home,Table,36.49,5,0.0,0,182.45,182.45
O854003,2024-01-13,C00288,UK,England,Store,Grocery,Coffee,23.61,2,0.0,0,47.22,47.22
O310671,2025-05-24,C00111,USA,South,Mobile,Apparel,Jacket,137.94,1,0.1,0,137.94,124.15
O343075,2023-10-08,C00002,Japan,Tohoku,Store,Apparel,Jeans,61.06,1,0.1,0,61.06,54.95
O371995,2023-08-22,C00085,Germany,Hamburg,Web,Home,Chair,22.19,5,0.05,0,110.95,105.4
O570709,2024-10-26,C00285,Korea,Seoul,Mobile,Electronics,Monitor,380.82,5,0.0,0,1904.1,1904.1
O149148,2024-09-12,C00016,UK,Wales,Web,Sports,Jersey,41.49,4,0.0,0,165.96,165.96
O656485,2023-05-17,C00171,Korea,Incheon,Mobile,Home,Cookware,124.01,3,0.1,0,372.03,334.83
O828755,2025-03-22,C00491,USA,South,Marketplace,Home,Table,140.72,2,0.05,0,281.44,267.37
O375152,2023-07-14,C00002,USA,West,Marketplace,Beauty,Mask,34.55,4,0.0,0,138.2,138.2
O254179,2025-02-22,C00110,Korea,Incheon,Mobile,Electronics,Keyboard,112.1,3,0.0,0,336.3,336.3
O416182,2023-01-08,C00639,USA,Midwest,Mobile,Home,Cookware,37.15,4,0.0,0,148.6,148.6
O680896,2025-02-15,C00005,Japan,Chubu,Store,Grocery,Cereal,5.59,1,0.0,0,5.59,5.59
O559463,2025-02-05,C00016,Germany,North Rhine-Westphalia,Marketplace,Beauty,Moisturizer,64.91,3,0.05,0,194.73,184.99
O643335,2025-01-30,C00145,Germany,Hamburg,Mobile,Beauty,Moisturizer,102.31,4,0.1,0,409.24,368.32
O824890,2024-10-09,C00115,UK,England,Web,Beauty,Moisturizer,22.2,4,0.2,0,88.8,71.04
O953051,2024-04-04,C00376,Korea,Busan,Web,Home,Lamp,178.15,1,0.0,0,178.15,178.15
O507422,2024-11-17,C00148,Korea,Incheon,Store,Grocery,Cereal,18.27,1,0.0,0,18.27,18.27
O784498,2023-09-27,C00109,USA,Northeast,Mobile,Grocery,Olive Oil,4.3,5,0.1,0,21.5,19.35
O541805,2025-01-30,C00052,Germany,Berlin,Mobile,Home,Cookware,138.63,2,0.0,0,277.26,277.26
O224414,2024-06-25,C00003,UK,England,Mobile,Grocery,Coffee,12.32,3,0.05,0,36.96,35.11
O636277,2024-03-22,C00119,Japan,Chubu,Web,Electronics,Smartwatch,261.84,4,0.05,0,1047.36,994.99
O957690,2024-05-07,C00007,Korea,Daegu,Web,Apparel,Jeans,62.16,3,0.0,0,186.48,186.48
O482689,2024-07-07,C01173,Korea,Busan,Store,Apparel,Cap,104.97,5,0.0,1,524.85,0.0
O586229,2023-02-06,C00003,Korea,Incheon,Web,Sports,Jersey,203.05,5,0.0,0,1015.25,1015.25
O753469,2023-05-17,C00003,USA,Northeast,Mobile,Beauty,Mask,35.39,2,0.05,0,70.78,67.24
O846882,2023-08-28,C00363,UK,Wales,Mobile,Home,Cookware,235.56,1,0.0,0,235.56,235.56
O104416,2023-04-22,C00004,Japan,Kanto,Store,Apparel,T-Shirt,42.58,5,0.0,0,212.9,212.9
O151311,2024-03-04,C00039,UK,Wales,Web,Beauty,Cleanser,15.92,4,0.0,0,63.68,63.68
O534717,2024-10-13,C00799,Germany,Bavaria,Mobile,Apparel,Jeans,41.01,4,0.1,0,164.04,147.64
O200695,2024-09-29,C00364,Germany,North Rhine-Westphalia,Web,Home,Table,205.58,3,0.15,0,616.74,524.23
O930713,2024-04-03,C00013,Germany,Bavaria,Web,Home,Cookware,172.61,3,0.15,0,517.83,440.16
O734127,2025-04-12,C00014,Japan,Tohoku,Web,Grocery,Olive Oil,38.92,1,0.1,0,38.92,35.03
O654312,2024-07-04,C00119,Germany,Berlin,Web,Sports,Running Shoes,159.64,3,0.0,0,478.92,478.92
O625391,2023-03-19,C00064,Korea,Busan,Marketplace,Apparel,Cap,70.71,3,0.0,0,212.13,212.13
O537759,2025-01-15,C00005,USA,West,Marketplace,Grocery,Coffee,36.02,1,0.0,0,36.02,36.02
O144756,2024-07-13,C00007,Germany,Bavaria,Web,Beauty,Sunscreen,115.31,4,0.05,0,461.24,438.18
O794821,2024-09-10,C00396,Germany,Hamburg,Store,Home,Table,200.0,4,0.1,0,800.0,720.0
O530372,2024-07-04,C00027,Korea,Gyeonggi,Mobile,Beauty,Cleanser,70.34,5,0.0,0,351.7,351.7
O453700,2024-06-23,C00388,Korea,Busan,Mobile,Apparel,Jacket,126.48,1,0.15,0,126.48,107.51
O492964,2023-03-30,C00009,USA,South,Store,Electronics,Smartwatch,112.67,2,0.0,0,225.34,225.34
O520520,2024-06-28,C00124,Japan,Kyushu,Mobile,Home,Cookware,226.08,3,0.05,0,678.24,644.33
O947446,2025-02-13,C00072,Germany,Bavaria,Web,Sports,Jersey,219.91,5,0.15,0,1099.55,934.62
O275643,2023-10-24,C00024,Japan,Kansai,Web,Home,Cookware,169.63,2,0.05,0,339.26,322.3
O259364,2024-08-10,C00131,USA,Midwest,Mobile,Home,Table,57.01,5,0.1,0,285.05,256.54
O211783,2023-01-31,C00005,Germany,Berlin,Marketplace,Grocery,Coffee,8.34,5,0.1,0,41.7,37.53
O658718,2023-12-05,C00536,Japan,Kansai,Mobile,Grocery,Cereal,38.5,1,0.1,0,38.5,34.65
O122970,2024-03-01,C00283,UK,Wales,Web,Home,Table,219.12,2,0.1,0,438.24,394.42
O812703,2025-08-15,C00018,Korea,Gyeonggi,Web,Electronics,Monitor,312.04,2,0.0,0,624.08,624.08
O758357,2023-07-29,C00111,Japan,Kansai,Marketplace,Sports,Yoga Mat,209.42,3,0.0,0,628.26,628.26
O738066,2023-09-27,C00693,Germany,Berlin,Web,Sports,Jersey,116.71,5,0.1,0,583.55,525.19
O521370,2024-02-02,C00044,USA,Midwest,Mobile,Grocery,Cereal,35.85,2,0.05,0,71.7,68.11
O469312,2025-08-24,C00030,Germany,Bavaria,Mobile,Grocery,Cereal,9.02,4,0.05,0,36.08,34.28
O945416,2025-04-11,C00388,Germany,Berlin,Web,Beauty,Serum,28.47,1,0.0,0,28.47,28.47
O847550,2023-02-03,C00001,USA,South,Web,Electronics,Smartwatch,229.32,3,0.0,0,687.96,687.96
O259134,2023-08-16,C00205,UK,Wales,Web,Apparel,Jacket,59.89,2,0.0,0,119.78,119.78
O332863,2025-03-11,C00011,Korea,Busan,Web,Sports,Yoga Mat,101.96,5,0.2,0,509.8,407.84
O319584,2023-02-26,C00214,USA,South,Mobile,Beauty,Moisturizer,97.4,4,0.0,0,389.6,389.6
O525574,2025-04-13,C00048,Japan,Kyushu,Store,Home,Table,22.82,2,0.0,0,45.64,45.64
O674852,2023-10-02,C00001,Germany,Bavaria,Web,Home,Curtains,183.0,4,0.0,0,732.0,732.0
O298984,2025-06-12,C00593,Korea,Gyeonggi,Mobile,Sports,Yoga Mat,30.35,2,0.0,1,60.7,0.0
O149137,2023-10-13,C00092,Germany,Berlin,Web,Home,Table,213.4,3,0.0,0,640.2,640.2
O446655,2024-02-28,C00022,UK,Scotland,Web,Electronics,Monitor,120.66,3,0.05,0,361.98,343.88
O553071,2024-10-06,C00226,UK,England,Mobile,Grocery,Olive Oil,30.19,5,0.0,0,150.95,150.95
O705110,2023-05-03,C00068,UK,England,Mobile,Home,Curtains,152.05,2,0.0,0,304.1,304.1
O211223,2024-06-26,C00001,Japan,Kansai,Mobile,Apparel,Jacket,67.06,1,0.0,1,67.06,0.0
O720343,2024-05-06,C00167,Japan,Tohoku,Web,Electronics,Monitor,143.64,1,0.0,0,143.64,143.64
O245257,2025-02-02,C01012,UK,Wales,Mobile,Home,Lamp,23.79,5,0.1,0,118.95,107.06
O363924,2025-08-28,C00012,Korea,Incheon,Web,Grocery,Olive Oil,16.08,2,0.15,0,32.16,27.34
O560889,2024-10-09,C00556,Japan,Kanto,Marketplace,Electronics,Keyboard,120.19,1,0.1,0,120.19,108.17
O194574,2024-02-03,C00141,Korea,Busan,Mobile,Apparel,Sneakers,33.35,3,0.15,1,100.05,0.0
O612163,2024-01-31,C00003,UK,Wales,Marketplace,Apparel,Sneakers,114.7,5,0.0,0,573.5,573.5
O134749,2024-02-12,C00262,Korea,Busan,Web,Electronics,Smartwatch,124.38,5,0.15,0,621.9,528.62
O290831,2025-03-03,C00049,Japan,Chubu,Mobile,Beauty,Cleanser,32.99,5,0.0,0,164.95,164.95
O609259,2023-11-09,C00376,Germany,Berlin,Mobile,Apparel,Jeans,60.96,4,0.1,1,243.84,0.0
O344114,2023-06-12,C00153,Japan,Kanto,Web,Sports,Water Bottle,108.23,5,0.05,1,541.15,0.0
O489352,2023-11-22,C00001,Korea,Incheon,Mobile,Home,Curtains,133.29,4,0.0,0,533.16,533.16
O355696,2023-01-23,C00005,Japan,Tohoku,Mobile,Beauty,Cleanser,82.43,1,0.0,0,82.43,82.43
O550305,2023-04-14,C00028,Germany,Bavaria,Marketplace,Electronics,Keyboard,255.98,3,0.0,0,767.94,767.94
O227628,2023-03-29,C00063,USA,Midwest,Web,Apparel,Cap,80.03,3,0.0,0,240.09,240.09
O240047,2025-01-21,C00820,UK,Wales,Marketplace,Home,Cookware,104.55,3,0.0,0,313.65,313.65
O969147,2024-12-04,C00441,Korea,Daegu,Web,Electronics,Headphones,143.03,5,0.2,0,715.15,572.12
O398879,2024-11-09,C00394,Korea,Incheon,Mobile,Home,Chair,180.39,5,0.0,0,901.95,901.95
O722979,2024-03-25,C00088,Japan,Chubu,Mobile,Home,Curtains,86.2,3,0.05,0,258.6,245.67
O107652,2024-11-29,C00004,Korea,Daegu,Web,Home,Lamp,213.9,1,0.05,0,213.9,203.2
O199757,2023-06-07,C00287,USA,South,Marketplace,Beauty,Serum,73.65,2,0.0,0,147.3,147.3
O808856,2025-05-27,C00003,Japan,Tohoku,Marketplace,Sports,Yoga Mat,143.86,1,0.0,0,143.86,143.86
O421443,2024-05-03,C00004,USA,Midwest,Marketplace,Sports,Running Shoes,117.83,3,0.0,0,353.49,353.49
O370181,2025-07-02,C00015,UK,Northern Ireland,Marketplace,Electronics,Mouse,374.99,2,0.0,0,749.98,749.98
O255342,2023-05-29,C00777,Germany,Berlin,Mobile,Beauty,Cleanser,55.22,1,0.0,0,55.22,55.22
O339777,2024-04-29,C00294,Germany,Bavaria,Mobile,Grocery,Coffee,18.8,1,0.0,0,18.8,18.8
O310947,2024-11-09,C00003,UK,Northern Ireland,Store,Grocery,Olive Oil,36.04,3,0.0,0,108.12,108.12
O817625,2024-04-27,C00762,Germany,Hamburg,Web,Apparel,Cap,96.66,1,0.1,0,96.66,86.99
O945529,2024-03-10,C00355,Germany,Berlin,Store,Sports,Dumbbell,105.42,1,0.1,0,105.42,94.88
O131429,2023-06-11,C00128,UK,Scotland,Mobile,Sports,Water Bottle,66.53,2,0.0,1,133.06,0.0
O223077,2024-01-07,C00005,Japan,Kansai,Mobile,Home,Curtains,68.81,4,0.05,0,275.24,261.48
O664622,2023-08-21,C00023,UK,England,Web,Grocery,Pasta,32.65,4,0.15,0,130.6,111.01
O891829,2023-10-21,C00020,Korea,Incheon,Web,Beauty,Moisturizer,39.3,2,0.0,0,78.6,78.6
O385157,2024-10-27,C00157,Germany,Bavaria,Web,Sports,Yoga Mat,13.19,4,0.0,0,52.76,52.76
O857650,2024-09-05,C00116,UK,Wales,Web,Sports,Jersey,16.05,1,0.0,0,16.05,16.05
O104082,2024-08-14,C00017,USA,West,Web,Sports,Jersey,215.51,4,0.0,0,862.04,862.04
O769300,2023-12-19,C00022,Japan,Kyushu,Web,Grocery,Olive Oil,23.71,1,0.1,0,23.71,21.34
O948817,2025-07-23,C00078,Korea,Incheon,Web,Grocery,Cereal,21.09,1,0.1,0,21.09,18.98
O547049,2023-03-27,C00504,USA,Northeast,Mobile,Home,Curtains,230.29,5,0.05,0,1151.45,1093.88
O625857,2023-11-30,C00005,UK,Wales,Web,Beauty,Sunscreen,47.39,3,0.0,0,142.17,142.17
O332530,2023-04-25,C00256,UK,Northern Ireland,Store,Beauty,Mask,97.04,3,0.1,0,291.12,262.01
O806691,2023-11-27,C01172,USA,South,Web,Grocery,Coffee,29.71,2,0.0,0,59.42,59.42
O847881,2025-07-25,C00293,UK,Northern Ireland,Mobile,Home,Chair,124.5,4,0.0,0,498.0,498.0
O849865,2023-12-23,C00049,USA,West,Web,Apparel,Jeans,119.58,4,0.0,0,478.32,478.32
O850666,2025-06-03,C00265,USA,Northeast,Mobile,Sports,Water Bottle,212.88,4,0.15,0,851.52,723.79
O169564,2024-04-27,C00549,UK,Northern Ireland,Mobile,Grocery,Tea,10.42,2,0.1,0,20.84,18.76
O572783,2024-11-12,C00326,Germany,Berlin,Mobile,Grocery,Tea,3.65,4,0.05,0,14.6,13.87
O558327,2024-03-21,C00001,USA,Northeast,Web,Electronics,Mouse,337.51,4,0.1,0,1350.04,1215.04
O142852,2023-09-16,C00005,USA,West,Mobile,Grocery,Olive Oil,17.93,3,0.0,0,53.79,53.79
O820984,2025-01-14,C00004,Germany,Hamburg,Web,Sports,Running Shoes,125.24,2,0.0,0,250.48,250.48
O273664,2025-08-01,C00001,Germany,North Rhine-Westphalia,Mobile,Electronics,Headphones,127.86,4,0.1,0,511.44,460.3
O482396,2023-09-14,C00240,USA,Northeast,Web,Electronics,Monitor,344.63,3,0.15,0,1033.89,878.81
O150475,2025-01-28,C00016,Japan,Tohoku,Mobile,Apparel,Sneakers,112.36,2,0.05,0,224.72,213.48
O810312,2023-09-12,C00251,Japan,Kansai,Web,Grocery,Coffee,38.27,5,0.0,0,191.35,191.35
O261854,2024-11-29,C00182,Japan,Chubu,Mobile,Sports,Water Bottle,110.85,3,0.2,0,332.55,266.04
O564872,2025-02-07,C00080,USA,South,Web,Beauty,Cleanser,117.38,3,0.0,0,352.14,352.14
O557578,2024-03-13,C00002,Germany,Bavaria,Web,Beauty,Moisturizer,65.22,2,0.0,0,130.44,130.44
O186264,2024-12-18,C00021,UK,Northern Ireland,Web,Home,Cookware,159.14,4,0.0,0,636.56,636.56
O868755,2023-09-23,C00001,Korea,Gyeonggi,Web,Grocery,Tea,27.94,5,0.0,0,139.7,139.7
O105889,2023-03-19,C00725,Germany,North Rhine-Westphalia,Mobile,Electronics,Smartwatch,221.42,4,0.05,0,885.68,841.4
O687912,2023-04-04,C00021,Germany,North Rhine-Westphalia,Store,Apparel,Sneakers,90.98,3,0.05,1,272.94,0.0
O254908,2024-03-11,C00004,Japan,Kyushu,Mobile,Apparel,Cap,45.15,4,0.0,0,180.6,180.6
O640812,2025-05-29,C00001,Korea,Incheon,Web,Grocery,Cereal,16.41,2,0.0,0,32.82,32.82
O303213,2023-05-05,C00133,Korea,Gyeonggi,Web,Beauty,Mask,86.62,1,0.05,0,86.62,82.29
O773157,2024-03-19,C00141,UK,England,Store,Sports,Dumbbell,20.11,4,0.0,0,80.44,80.44
O607572,2024-11-16,C01167,UK,Scotland,Web,Grocery,Olive Oil,28.92,1,0.0,0,28.92,28.92
O675919,2023-07-17,C00019,UK,Wales,Web,Apparel,Jeans,56.01,1,0.0,0,56.01,56.01
O988398,2024-12-03,C00002,USA,South,Store,Grocery,Cereal,13.06,4,0.15,0,52.24,44.4
O499084,2023-10-26,C00347,USA,South,Web,Electronics,Smartwatch,292.72,3,0.2,0,878.16,702.53
O783022,2025-02-26,C00021,Korea,Gyeonggi,Web,Sports,Water Bottle,56.71,5,0.0,0,283.55,283.55
O833826,2024-07-18,C00025,Germany,Hamburg,Web,Sports,Jersey,212.03,5,0.05,0,1060.15,1007.14
O392091,2024-06-16,C00715,Japan,Kanto,Mobile,Sports,Running Shoes,218.06,1,0.15,0,218.06,185.35
O379165,2023-06-22,C00108,Korea,Seoul,Web,Electronics,Headphones,210.34,4,0.0,0,841.36,841.36
O735359,2024-03-27,C00038,Japan,Kanto,Mobile,Grocery,Cereal,17.85,2,0.15,0,35.7,30.35
O935302,2025-04-14,C00910,USA,South,Web,Sports,Running Shoes,28.44,4,0.0,0,113.76,113.76
O113492,2023-01-20,C00016,Korea,Seoul,Web,Electronics,Headphones,322.38,1,0.05,0,322.38,306.26
O204571,2025-01-08,C00001,Japan,Kyushu,Web,Beauty,Serum,26.23,3,0.05,0,78.69,74.76
O252017,2024-04-24,C00012,Korea,Incheon,Store,Sports,Water Bottle,206.07,4,0.0,0,824.28,824.28
O673911,2024-12-01,C00002,UK,Northern Ireland,Web,Home,Cookware,247.74,3,0.1,0,743.22,668.9
O478519,2024-10-08,C00040,USA,South,Mobile,Home,Curtains,39.38,3,0.1,0,118.14,106.33
O550464,2024-02-25,C00465,UK,England,Web,Apparel,Sneakers,107.21,1,0.0,0,107.21,107.21
O385352,2023-10-28,C01045,UK,Scotland,Web,Beauty,Cleanser,60.19,1,0.05,0,60.19,57.18
O483185,2024-09-02,C00222,UK,Wales,Web,Grocery,Pasta,23.02,4,0.2,0,92.08,73.66
O797201,2023-05-17,C00793,Korea,Daegu,Mobile,Beauty,Cleanser,28.11,3,0.15,1,84.33,0.0
